Cust_Id,American Beauty,The Wedding Planner,Pirates of the Caribbean: The Curse of the Black Pearl,50 First Dates,What Women Want,The Bourne Supremacy,Lord of the Rings: The Fellowship of the Ring,Braveheart,Ghost,Men in Black II,The Last Samurai,Bruce Almighty,Shrek 2,Finding Nemo (Widescreen),The Sixth Sense,The Italian Job,Beijing Bicycle,Pearl Harbor,Pulp Fiction,Forrest Gump,Lord of the Rings: The Two Towers,Swordfish,Spider-Man 2,Lost in Translation,The Rock,Twister,Mystic River,John Q,Double Jeopardy,Men in Black,Two Weeks Notice,Troy,Gladiator,The Patriot,Lethal Weapon 4,Kill Bill: Vol. 1,How to Lose a Guy in 10 Days,The Shawshank Redemption: Special Edition,The Matrix,Ocean's Eleven,Independence Day,The Day After Tomorrow,Sweet Home Alabama,Con Air,The Green Mile,The Fugitive,Titanic,Indiana Jones and the Last Crusade,National Treasure,The Terminal
1829748,2.0,3.0,5.0,,2.0,5.0,5.0,5.0,4.0,4.0,3.0,,4.0,5.0,5.0,3.0,3.0302158273381297,,,3.0,5.0,2.0,5.0,,5.0,2.0,3.0,,3.0,5.0,3.0,4.0,5.0,,4.0,4.0,2.0,4.0,5.0,,5.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0
1830000,4.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.7599039615846337,4.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0
1852040,2.0,1.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,2.0775623268698062,4.0,1.0,2.0,5.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0
1859573,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.850828729281768,3.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0
1865249,5.0,1.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,,,4.0,3.0,2.0,4.0,3.0,2.728590250329381,2.0,5.0,3.0,4.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,,2.0,3.0,5.0,3.0,4.0,,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,,2.0
1872980,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,3.0,4.0,5.0,5.0,3.0,3.2624703087885987,,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,,5.0,4.0,3.0,4.0,,5.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,
1875549,5.0,3.0,4.0,,2.0,4.0,5.0,5.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,,3.2590855803048067,2.0,5.0,5.0,5.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,,5.0,2.0,,2.0,3.0,2.0,4.0,,4.0,3.0,4.0,5.0,1.0,,2.0,4.0,3.0,2.0,5.0,3.0,4.0
1876520,4.0,1.0,,,4.0,,1.0,4.0,3.0,,,,,,3.0,,1.4256993006993006,2.0,4.0,4.0,,3.0,,,3.0,3.0,,1.0,4.0,3.0,,,4.0,4.0,3.0,,,3.0,1.0,2.0,3.0,1.0,,3.0,4.0,3.0,2.0,,,
1878798,5.0,,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,2.456614509246088,,4.0,4.0,5.0,5.0,3.0,,4.0,5.0,,,4.0,3.0,2.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0,3.0,2.0,4.0,5.0,3.0,1.0,5.0,4.0,
1887657,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,3.1777777777777776,4.0,3.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,1.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,1.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,,4.0,4.0
1902838,1.0,2.0,2.0,,1.0,,2.0,2.0,1.0,1.0,,2.0,4.0,,3.0,,2.2946127946127945,1.0,5.0,1.0,,2.0,4.0,5.0,3.0,1.0,,,,3.0,,3.0,2.0,2.0,2.0,3.0,,3.0,3.0,4.0,2.0,,,2.0,2.0,3.0,2.0,3.0,,
1903324,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,1.789875835721108,5.0,5.0,5.0,5.0,2.0,,3.0,4.0,,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0
1907667,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.5515527950310557,3.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0
1913414,4.0,4.0,5.0,5.0,4.0,5.0,,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.1083223249669745,5.0,5.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1927580,5.0,,2.0,2.0,,3.0,5.0,5.0,4.0,1.0,3.0,2.0,4.0,5.0,5.0,2.0,2.9316596931659693,3.0,5.0,5.0,5.0,1.0,4.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,4.0,1.0,3.0,4.0,2.0,5.0,2.0,1.0,,5.0,4.0,3.0,4.0,2.0,2.0
1932594,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,2.2816239316239315,4.0,1.0,,3.0,3.0,3.0,3.0,,3.0,5.0,4.0,4.0,3.0,2.0,,3.0,4.0,3.0,4.0,,5.0,3.0,3.0,3.0,5.0,4.0,3.0,,4.0,5.0,3.0,5.0,3.0
1933317,3.0,2.0,3.0,4.0,2.0,5.0,,,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.7916666666666665,5.0,2.0,5.0,,3.0,5.0,,3.0,4.0,4.0,,,4.0,5.0,,3.0,5.0,3.0,1.0,3.0,5.0,3.0,3.0,,5.0,3.0,3.0,,4.0,5.0,4.0,5.0,5.0
1934002,5.0,2.0,5.0,3.0,,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,5.0,4.0,2.7364532019704435,2.0,4.0,5.0,4.0,3.0,2.0,1.0,4.0,3.0,5.0,3.0,3.0,4.0,1.0,3.0,5.0,3.0,2.0,4.0,2.0,5.0,4.0,5.0,2.0,1.0,2.0,2.0,5.0,4.0,2.0,4.0,3.0,3.0
1935793,3.0,1.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,,,3.0,4.0,4.0,5.0,3.0,2.424317617866005,2.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0,5.0,4.0,1.0,3.0,1.0,5.0,5.0,,3.0,3.0,,3.0,5.0,4.0,4.0,3.0,3.0,4.0
1945809,3.0,,3.0,1.0,,4.0,2.0,4.0,,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.7002551020408165,,3.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,,3.0,,,4.0,3.0,4.0,4.0,1.0,4.0,5.0,3.0,3.0,2.0,,3.0,4.0,4.0,,5.0,,3.0
1949871,1.0,3.0,4.0,,3.0,4.0,1.0,5.0,1.0,3.0,,3.0,4.0,4.0,4.0,,2.9033942558746735,,5.0,3.0,2.0,4.0,3.0,,3.0,1.0,,,2.0,4.0,2.0,2.0,4.0,1.0,2.0,4.0,,5.0,5.0,4.0,3.0,3.0,1.0,1.0,5.0,4.0,3.0,3.0,3.0,
1957786,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,2.0,3.7023460410557183,5.0,1.0,5.0,4.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,,4.0,2.0,3.0,4.0,2.0,5.0,5.0,2.0,5.0,3.0,4.0,5.0,5.0,4.0
1977959,5.0,2.0,3.0,,,2.0,4.0,,4.0,3.0,,,,,3.0,2.0,3.2956455309396486,1.0,5.0,1.0,4.0,4.0,,3.0,4.0,3.0,4.0,2.0,3.0,5.0,,,4.0,,3.0,4.0,,3.0,5.0,3.0,4.0,2.0,,2.0,2.0,3.0,3.0,4.0,,
1978089,,3.0,4.0,,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,,3.4424173318129987,,5.0,5.0,5.0,4.0,5.0,,5.0,3.0,4.0,3.0,4.0,4.0,,5.0,5.0,,5.0,5.0,3.0,5.0,5.0,,4.0,4.0,,4.0,5.0,5.0,5.0,5.0,5.0,4.0
1979820,5.0,2.0,3.0,1.0,2.0,4.0,5.0,5.0,3.0,2.0,3.0,3.0,1.0,5.0,5.0,3.0,3.015256588072122,,5.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,,4.0,2.0,2.0,2.0,,5.0,5.0,3.0,3.0,,3.0,3.0,3.0,4.0,5.0,5.0,1.0,2.0
1984086,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,,5.0,5.0,3.0,3.7429406037000974,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0
1984315,5.0,3.0,,2.0,3.0,5.0,5.0,3.0,4.0,2.0,4.0,3.0,4.0,5.0,5.0,4.0,3.2223291626564006,2.0,5.0,4.0,5.0,1.0,5.0,3.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,,5.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,5.0,4.0,5.0,4.0,
1986034,3.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.4505747126436783,4.0,1.0,4.0,5.0,2.0,4.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0
1988735,3.0,3.0,,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,2.752662721893491,3.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0
1995860,4.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0720720720720722,3.0,5.0,5.0,3.0,4.0,5.0,,3.0,2.0,,,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,4.0,2.0,3.0,,3.0,5.0,4.0,3.0,4.0,3.0,4.0
1998055,2.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,5.0,3.0,3.1,2.0,3.0,5.0,5.0,4.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0
1999176,4.0,3.0,5.0,5.0,4.0,5.0,5.0,,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.45260347129506,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
2012897,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.898021308980213,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,3.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,
2018894,3.0,4.0,5.0,5.0,4.0,,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.90521327014218,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0
2019240,4.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,3.1794500723589003,4.0,5.0,4.0,5.0,3.0,4.0,,5.0,4.0,4.0,4.0,3.0,2.0,,5.0,5.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,5.0,
2029858,4.0,3.0,5.0,2.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0,3.0,5.0,1.0,5.0,5.0,3.2060518731988474,5.0,5.0,,5.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,5.0,3.0,,2.0,5.0,3.0,4.0,,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,,3.0,1.0,5.0,3.0,3.0
2029979,1.0,2.0,3.0,,,,4.0,5.0,1.0,3.0,,2.0,5.0,5.0,2.0,4.0,3.0250990752972258,,2.0,3.0,5.0,2.0,5.0,,,3.0,,,,4.0,3.0,,4.0,,3.0,4.0,,,3.0,,4.0,3.0,2.0,,,,3.0,3.0,,
2035299,3.0,,4.0,5.0,5.0,2.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.6206509539842875,4.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,3.0,3.0,5.0,,4.0,5.0,5.0,4.0,4.0,5.0,,5.0,3.0,4.0,4.0,5.0,3.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0
2040859,1.0,1.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,,5.0,1.4784110535405872,4.0,1.0,4.0,3.0,3.0,5.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,,3.0,1.0,4.0,,4.0,4.0,4.0,4.0,3.0,,4.0,3.0,3.0,4.0,,4.0
2041854,4.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.263085399449036,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0
2043784,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,3.375,4.0,2.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0
2049734,4.0,3.0,5.0,5.0,4.0,,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.4011799410029497,2.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,2.0,,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,,4.0,5.0,4.0,3.0,5.0,4.0,4.0
2056022,2.0,3.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,2.0,5.0,3.0,4.0,5.0,3.0,4.0,2.451774340309372,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0
2061495,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,2.0,4.0,4.0,5.0,4.0,3.2265625,4.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2062350,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.519592476489028,5.0,3.0,5.0,5.0,2.0,5.0,3.0,2.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,3.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,,5.0
2070798,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,3.9373401534526855,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0
2083367,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.467741935483871,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,4.0
2089599,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,1.0,4.0,4.0,5.0,5.0,3.0,4.0,2.6340621403912543,3.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,2.0,3.0,5.0,3.0,5.0
2099446,4.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,3.631782945736434,1.0,3.0,4.0,5.0,3.0,4.0,,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0
2101288,5.0,1.0,5.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,3.0,2.0,5.0,5.0,4.0,3.0,3.1195965417867435,,5.0,5.0,5.0,1.0,5.0,5.0,4.0,,4.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,2.0,,,2.0,4.0,4.0,5.0,5.0,3.0,
2102030,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,3.918385650224215,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,2.0,5.0,,5.0
2118461,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.06808838643371,5.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
2119007,4.0,,5.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,3.5858369098712446,5.0,4.0,5.0,5.0,1.0,3.0,1.0,5.0,5.0,4.0,2.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
2124351,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.6165517241379312,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0
2127108,3.0,,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.318595578673602,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,,4.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,,4.0,4.0,4.0,4.0
2143500,3.0,,2.0,3.0,3.0,,3.0,,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.7052767052767055,,4.0,2.0,3.0,3.0,,2.0,,,4.0,2.0,,,3.0,3.0,4.0,,3.0,3.0,3.0,4.0,,3.0,,,3.0,,,3.0,5.0,3.0,3.0,3.0
2147527,2.0,2.0,3.0,5.0,4.0,2.0,2.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0299812617114306,4.0,2.0,4.0,2.0,,3.0,2.0,4.0,3.0,3.0,4.0,,3.0,3.0,3.0,2.0,4.0,1.0,2.0,4.0,5.0,2.0,4.0,2.0,3.0,4.0,,5.0,2.0,4.0,3.0,5.0,3.0
2147714,5.0,1.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,1.0,,3.0,,5.0,5.0,4.0,3.0697969543147208,3.0,4.0,2.0,5.0,2.0,5.0,4.0,4.0,3.0,3.0,,2.0,2.0,2.0,1.0,4.0,,5.0,5.0,,5.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,1.0
2150746,5.0,2.0,3.0,,2.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,5.0,5.0,4.0,5.0,3.1333955223880596,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,4.0,1.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,2.0
2155681,4.0,,5.0,,4.0,,4.0,4.0,5.0,3.0,5.0,,5.0,3.0,4.0,5.0,3.5462392108508016,4.0,5.0,3.0,4.0,4.0,5.0,,5.0,5.0,,4.0,5.0,5.0,2.0,5.0,4.0,3.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
2157060,4.0,1.0,3.0,3.0,,4.0,4.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,,2.7069864442127214,2.0,4.0,3.0,4.0,,4.0,2.0,3.0,3.0,5.0,,2.0,2.0,1.0,,4.0,4.0,3.0,5.0,1.0,4.0,4.0,3.0,3.0,,4.0,3.0,,4.0,2.0,4.0,,2.0
2171187,5.0,2.0,5.0,5.0,2.0,,5.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.194701986754967,5.0,3.0,4.0,5.0,4.0,5.0,,4.0,5.0,,5.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,
2176465,3.0,2.0,4.0,4.0,3.0,4.0,5.0,5.0,1.0,2.0,2.0,2.0,3.0,,4.0,3.0,2.396780303030303,3.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,,4.0,4.0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0
2185614,1.0,,4.0,,,,4.0,3.0,2.0,,,,,3.0,5.0,,3.164788732394366,,4.0,1.0,4.0,3.0,,,,3.0,5.0,,,2.0,,,,,3.0,,,4.0,2.0,3.0,2.0,,,,3.0,1.0,,3.0,,
2194079,1.0,4.0,5.0,5.0,4.0,,,5.0,5.0,4.0,,3.0,5.0,5.0,5.0,4.0,3.9407979407979408,,5.0,5.0,,5.0,5.0,4.0,5.0,,5.0,3.0,4.0,5.0,4.0,,,,5.0,5.0,3.0,5.0,5.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,,5.0,5.0,5.0
2203225,3.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,1.0,4.0,2.0,2.0,2.0,5.0,1.0,1.6440443213296398,2.0,3.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,
2207031,4.0,2.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.4502487562189055,2.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,2.0
2209351,5.0,3.0,5.0,4.0,4.0,,3.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,4.144117647058824,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
2217731,5.0,3.0,5.0,,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.4642392717815347,3.0,4.0,4.0,4.0,3.0,3.0,,3.0,2.0,4.0,3.0,3.0,4.0,,3.0,5.0,2.0,2.0,3.0,,4.0,4.0,4.0,3.0,1.0,4.0,3.0,5.0,4.0,2.0,5.0,4.0,4.0
